Date sza RS Irradiacio
yyyy-mm-dd deg W/m2 J/m2
-- mitjana mitjana total
2016-07-11 48.77 372.42 18546684
2016-07-12 48.87 401.75 20006952
2016-07-13 48.97 669.36 33334326
2016-07-14 49.08 637.45 31744860
2016-07-15 49.20 666.93 33212928
2016-07-16 49.31 656.05 32671512
2016-07-17 49.44 653.94 32565978
2016-07-18 49.56 642.91 32016816
2016-07-19 49.69 645.81 32161242
2016-07-20 49.40 353.06 17370528
2016-07-21 49.10 418.19 20324214
2016-07-22 49.25 246.84 11996424
2016-07-23 49.39 277.94 13507740
2016-07-24 49.55 505.59 24571848
2016-07-25 49.70 505.00 24542856
2016-07-26 49.87 509.75 24773940
2016-07-27 50.03 499.74 24287328
2016-07-28 50.20 627.23 30483450
2016-07-29 50.38 569.52 27678606
2016-07-30 50.55 502.72 24432372
2016-07-31 50.31 428.30 20558538
2016-08-01 50.06 569.88 27012390
2016-08-02 50.25 644.44 30546294
2016-08-03 50.44 497.17 23565666
2016-08-04 50.64 500.12 23705778
2016-08-05 50.84 639.26 30300762
2016-08-06 51.04 637.96 30239172
2016-08-07 51.25 642.86 30471456
2016-08-08 51.47 532.93 25261050
2016-08-09 51.25 261.28 12227932
2016-08-10 51.47 610.93 28591368
2016-08-11 51.27 636.50 29406396
2016-08-12 51.49 572.19 26435268
2016-08-13 51.72 564.18 26065266
2016-08-14 51.96 466.57 21555588
2016-08-15 52.20 383.66 17725248
2016-08-16 52.44 322.31 14890758
2016-08-17 52.25 361.60 16488948
2016-08-18 52.50 313.34 14288466
2016-08-19 52.75 490.71 22376394
2016-08-20 53.00 289.97 13222851
2016-08-21 53.26 607.43 27698628
2016-08-22 53.10 609.73 27437994
2016-08-23 52.93 612.79 27207762
2016-08-24 53.20 611.51 27151038
2016-08-25 53.47 609.05 27041880
2016-08-26 53.74 603.80 26808612
2016-08-27 54.01 560.10 24868626
2016-08-28 54.29 500.47 22220880
2016-08-29 54.57 350.17 15547572
2016-08-30 54.43 594.47 26037702
2016-08-31 54.29 327.98 14168868
2016-09-01 54.58 435.30 18804876
2016-09-02 54.87 481.00 20779134
2016-09-03 55.16 314.30 13577955
2016-09-04 55.46 376.56 16267506
2016-09-05 55.33 538.63 22945782
2016-09-06 55.63 570.81 24316332
2016-09-07 55.93 563.11 23988456
2016-09-08 56.23 520.66 22180158
2016-09-09 56.53 311.40 13265718
2016-09-10 56.44 527.72 22164168
2016-09-11 56.33 558.20 23109546
2016-09-12 56.64 557.17 23067000
2016-09-13 56.95 461.55 19108338
2016-09-14 57.26 146.88 6080854
2016-09-15 57.57 254.40 10532118
2016-09-16 57.49 408.09 16650114
2016-09-17 57.80 442.21 18042276
2016-09-18 58.12 452.76 18472716
2016-09-19 58.43 436.72 17817990
2016-09-20 58.54 359.27 14011614
2016-09-21 58.68 452.77 18201162
2016-09-22 58.60 519.03 20553486
2016-09-23 58.92 194.31 7694829
2016-09-24 59.24 389.15 15410412
2016-09-25 59.57 203.75 8068620
2016-09-26 59.89 376.76 14919888
2016-09-27 59.83 431.20 16816944
2016-09-28 60.16 509.69 19878078
2016-09-29 60.09 518.51 19910688
2016-09-30 60.42 477.09 18320226
2016-10-01 60.74 399.39 15336570
2016-10-02 61.07 314.52 12077670
2016-10-03 61.02 401.39 15172590
2016-10-04 61.34 443.86 16777805
2016-10-05 61.67 311.27 11765838
2016-10-06 61.99 164.87 6232179
2016-10-07 62.31 440.12 16636398
2016-10-08 62.27 470.40 17499060
2016-10-09 62.22 423.54 15501732
2016-10-10 62.54 475.76 17412648
2016-10-11 62.87 337.96 12369366
2016-10-12 63.19 123.15 4507236
2016-10-13 63.51 82.66 3025283
2016-10-14 63.82 150.30 5500818
2016-10-15 63.79 459.91 16556748
2016-10-16 63.75 342.14 12111750
2016-10-17 64.06 154.72 5476956
2016-10-18 64.37 371.47 13149924
2016-10-19 64.68 405.51 14355084
2016-10-20 64.99 435.37 15411954
2016-10-21 64.96 434.60 15123954
2016-10-22 65.26 158.72 5523402
2016-10-23 65.57 71.97 2504406
2016-10-24 65.53 138.45 4734907
2016-10-25 65.83 180.22 6163470
2016-10-26 66.13 217.87 7451262
2016-10-27 66.09 418.66 14066904
2016-10-28 66.38 405.33 13619094
2016-10-29 66.67 404.98 13607172
2016-10-30 66.96 400.01 13440342
2016-10-31 66.92 392.74 12960504
2016-11-01 67.20 386.69 12760644
2016-11-02 67.47 382.21 12613002
2016-11-03 67.43 376.14 12186984
2016-11-04 67.70 133.29 4318578
2016-11-05 67.97 42.28 1369884
2016-11-06 68.23 186.06 6028296
2016-11-07 68.49 195.16 6323068
2016-11-08 68.44 249.11 7921620
2016-11-09 68.69 211.64 6730266
2016-11-10 68.94 248.75 7910358
2016-11-11 68.88 146.22 4561998
2016-11-12 69.12 338.00 10545714
2016-11-13 69.36 168.11 5245032
2016-11-14 69.59 314.29 9805986
2016-11-15 69.51 344.15 10531092
2016-11-16 69.74 333.95 10218798
2016-11-17 69.95 207.97 6363996
2016-11-18 70.17 159.60 4883910
2016-11-19 70.37 305.27 9341268
2016-11-20 70.58 132.89 4066386
2016-11-21 70.49 49.32 1479456
2016-11-22 70.39 71.94 2114952
2016-11-23 70.57 24.68 725608
2016-11-24 70.76 330.60 9719646
2016-11-25 70.93 303.77 8930814
2016-11-26 71.10 103.62 3046482
2016-11-27 71.27 214.70 6312036
2016-11-28 71.36 305.76 8805840
2016-11-29 71.58 263.36 7742844
2016-11-30 71.45 318.46 9171624
2016-12-01 71.58 318.18 9163596
2016-12-02 71.72 318.00 9158310
2016-12-03 71.84 314.29 9051546
2016-12-04 71.96 172.88 4978938
2016-12-05 72.08 106.89 3078378
2016-12-06 72.19 293.81 8461692
2016-12-07 72.29 282.43 8133906
2016-12-08 72.38 295.74 8517300
2016-12-09 72.47 288.89 8319906
2016-12-10 72.28 246.84 6960774
2016-12-11 72.35 285.75 8058234
2016-12-12 72.42 274.03 7727754
2016-12-13 72.48 287.65 8111676
2016-12-14 72.53 291.82 8229390
2016-12-15 72.58 226.40 6384498
2016-12-16 72.62 103.98 2932296
2016-12-17 72.65 293.04 8263656
2016-12-18 72.67 297.86 8399664
2016-12-19 72.69 290.41 8189658
2016-12-20 72.70 222.37 6270954
2016-12-21 72.71 204.54 5767992
2016-12-22 72.70 249.48 7035330
2016-12-23 72.69 294.13 8294568
2016-12-24 72.41 284.15 7842558
2016-12-25 72.38 276.21 7623288
2016-12-26 72.35 254.60 7027020
2016-12-27 72.31 276.40 7628520
2016-12-28 72.26 305.38 8428596
2016-12-29 72.48 298.21 8409498
2016-12-30 72.42 295.62 8336370
2016-12-31 72.35 296.15 8351508
2017-01-01 72.27 301.75 8509416
2017-01-02 72.19 261.59 7376718
2017-01-03 72.10 298.59 8420226
2017-01-04 72.00 299.36 8442084
2017-01-05 71.90 312.50 8812572
2017-01-06 71.79 309.20 8719332
2017-01-07 71.68 267.91 7555026
2017-01-08 71.83 145.66 4194906
2017-01-09 71.70 312.35 8995578
2017-01-10 71.57 189.86 5468100
2017-01-11 71.70 353.37 10389006
2017-01-12 71.70 246.24 7091790
2017-01-13 71.40 146.87 4317906
2017-01-14 71.24 209.12 6148236
2017-01-15 71.07 114.97 3379986
2017-01-16 71.18 189.41 5682438
2017-01-17 71.01 331.71 9951210
2017-01-18 70.82 326.56 9796878
2017-01-19 70.63 287.99 8639688
2017-01-20 70.44 260.05 7801644
2017-01-21 70.24 225.80 6774024
2017-01-22 70.03 238.30 7149024
2017-01-23 69.82 249.35 7480356
2017-01-24 69.90 338.56 10359876
2017-01-25 69.98 239.46 7471146
2017-01-26 69.75 182.59 5696760
2017-01-27 69.52 113.12 3529242
2017-01-28 69.29 200.69 6261624
2017-01-29 69.05 260.99 8142870
2017-01-30 68.80 269.94 8422020
2017-01-31 68.86 348.11 11069910
2017-02-01 68.61 306.40 9743646
2017-02-02 68.35 180.21 5730600
2017-02-03 68.09 190.43 6055686
2017-02-04 68.14 226.19 7328610
2017-02-05 67.87 243.05 7874742
2017-02-06 67.60 294.12 9529434
2017-02-07 67.64 277.94 9171942
2017-02-08 67.36 343.38 11331504
2017-02-09 67.08 413.06 13630878
2017-02-10 66.79 251.29 8292426
2017-02-11 66.83 284.20 9549078
2017-02-12 66.54 120.09 4035102
2017-02-13 66.24 106.11 3565206
2017-02-14 66.28 391.40 13385748
2017-02-15 65.98 441.06 15084378
2017-02-16 65.68 387.24 13243722
2017-02-17 65.37 441.57 15101634
2017-02-18 65.41 419.07 14583690
2017-02-19 65.10 457.02 15904332
2017-02-20 64.78 457.82 15932016
2017-02-21 64.82 447.82 15852960
2017-02-22 64.50 466.17 16502502
2017-02-23 64.19 283.52 10036584
2017-02-24 64.22 368.18 13254498
2017-02-25 63.90 474.01 17064252
2017-02-26 63.58 472.51 17010372
2017-02-27 63.26 487.01 17532264
2017-02-28 62.93 258.81 9317016
2017-03-01 62.97 476.88 17453646
2017-03-02 63.00 435.76 16210308
2017-03-03 62.68 361.91 13463046
2017-03-04 62.35 320.16 11910102
2017-03-05 62.02 389.13 14475642
2017-03-06 61.70 481.71 17919618
2017-03-07 61.37 389.71 14497212
2017-03-08 61.41 451.59 17070162
2017-03-09 61.45 495.40 19023288
2017-03-10 61.13 529.99 20351628
2017-03-11 60.80 518.27 19901694
2017-03-12 60.47 361.50 13881420
2017-03-13 60.14 414.85 15930276
2017-03-14 60.19 542.46 21156018
2017-03-15 59.86 541.42 21115410
2017-03-16 59.53 542.55 21159402
2017-03-17 59.59 541.09 21427032
2017-03-18 59.27 523.52 20731356
2017-03-19 58.94 523.34 20724180
2017-03-20 59.00 510.13 20507130
2017-03-21 58.68 406.78 16352496
2017-03-22 58.35 431.20 17334300
2017-03-23 58.03 317.56 12765948
2017-03-24 57.71 223.97 9003462
2017-03-25 58.18 230.40 9538452
2017-03-26 57.86 478.68 19817448
2017-03-27 57.55 233.10 9650160
2017-03-28 57.23 591.00 24467538
2017-03-29 56.91 591.72 24497316
2017-03-30 56.60 595.65 24659898
2017-03-31 56.69 335.51 14091625
2017-04-01 56.38 439.65 18465282
2017-04-02 56.07 556.95 23391834
2017-04-03 56.18 512.36 21826470
2017-04-04 55.87 559.71 23843742
2017-04-05 55.57 480.25 20458548
2017-04-06 55.68 608.93 26305866
2017-04-07 55.38 610.05 26354352
2017-04-08 55.08 568.51 24559812
2017-04-09 54.79 331.22 14308824
2017-04-10 54.50 607.98 26264562
2017-04-11 54.21 602.84 26042556
2017-04-12 54.34 627.53 27485628
2017-04-13 54.47 518.81 23035116
2017-04-14 54.19 477.93 21220050
2017-04-15 53.91 341.16 15147582
2017-04-16 53.64 629.16 27934494
2017-04-17 53.36 543.68 24139188
2017-04-18 53.09 643.38 28565964
2017-04-19 53.25 646.04 29071620
2017-04-20 52.98 655.31 29488980
2017-04-21 52.72 646.94 29112468
2017-04-22 52.89 634.74 28944324
2017-04-23 52.63 600.65 27389454
2017-04-24 52.38 595.80 27168480
2017-04-25 52.13 249.85 11393214
2017-04-26 52.31 127.51 5890736
2017-04-27 52.07 142.94 6603757
2017-04-28 51.83 533.69 24656298
2017-04-29 51.60 648.11 29942646
2017-04-30 51.36 194.31 8976924
2017-05-01 51.57 599.99 28079382
2017-05-02 51.35 333.18 15592896
2017-05-03 51.55 395.87 18764052
2017-05-04 51.34 340.72 16150080
2017-05-05 51.12 478.95 22702134
2017-05-06 50.91 527.05 24982350
2017-05-07 50.71 671.96 31850718
2017-05-08 50.51 649.77 30799074
2017-05-09 50.31 536.30 25420824
2017-05-10 50.12 283.59 13441971
2017-05-11 50.37 200.94 9645240
2017-05-12 50.61 470.63 22872804
2017-05-13 50.43 444.95 21624786
2017-05-14 50.25 376.49 18297396
2017-05-15 50.08 571.98 27798312
2017-05-16 49.91 440.11 21389280
2017-05-17 49.75 378.39 18389724
2017-05-18 49.59 304.33 14790342
2017-05-19 49.43 485.72 23605836
2017-05-20 49.28 657.03 31931658
2017-05-21 49.13 621.46 30203022
2017-05-22 49.43 359.76 17700172
2017-05-23 49.29 329.52 16212570
2017-05-24 49.59 473.46 23578332
2017-05-25 49.46 457.91 22803732
2017-05-26 49.34 570.40 28406118
2017-05-27 49.22 655.49 32643378
2017-05-28 49.10 609.58 30357042
2017-05-29 48.99 449.74 22396944
2017-05-30 48.89 137.10 6827502
2017-05-31 48.79 281.07 13997382
2017-06-01 48.69 451.31 22475376
2017-06-02 48.60 429.15 21371712
2017-06-03 48.51 256.10 12753743
2017-06-04 48.86 184.58 9302688
2017-06-05 48.79 355.41 17912652
2017-06-06 48.71 480.96 24240360
2017-06-07 48.64 575.19 28989546
2017-06-08 48.58 588.36 29653488
2017-06-09 48.52 573.25 28891836
2017-06-10 48.47 489.73 24682548
2017-06-11 48.42 399.15 20117100
2017-06-12 48.38 467.82 23578302
2017-06-13 48.34 641.79 32346402
2017-06-14 48.30 602.40 30360966
2017-06-15 48.27 574.98 28978825
2017-06-16 48.25 590.65 29768970
2017-06-17 48.23 675.98 34069344
2017-06-18 48.21 573.44 28901154
2017-06-19 48.20 650.36 32778384
2017-06-20 48.19 277.78 14000244
2017-06-21 48.19 230.58 11621472
2017-06-22 48.20 410.95 20711808
2017-06-23 48.21 485.95 24491880
2017-06-24 48.22 502.05 25303224
2017-06-25 48.24 413.36 20833560
2017-06-26 48.26 147.24 7420890
2017-06-27 48.29 411.20 20724476
2017-06-28 48.32 282.65 14245692
2017-06-29 48.36 462.19 23294502
2017-06-30 48.40 392.23 19768464
2017-07-01 48.45 485.97 24492924
2017-07-02 48.50 648.43 32681022
2017-07-03 48.56 632.66 31886154
2017-07-04 48.62 646.94 32605560
2017-07-05 48.69 652.31 32876238
2017-07-06 48.76 440.63 22207728
2017-07-07 48.40 430.56 21441918
2017-07-08 48.48 202.06 10062468
2017-07-09 48.56 293.19 14601090
2017-07-10 48.65 296.66 14773492
2017-07-11 48.75 579.50 28859040
2017-07-12 48.84 644.25 32083758
2017-07-13 48.95 649.21 32330484
2017-07-14 49.06 644.06 32074266
2017-07-15 49.17 659.38 32837022
2017-07-16 49.28 646.31 32186082
2017-07-17 49.41 534.83 26634726
2017-07-18 49.53 551.61 27469956
2017-07-19 49.66 448.56 22338432
2017-07-20 49.80 407.64 20300562
2017-07-21 49.07 377.73 18357912
2017-07-22 49.21 541.69 26326020
2017-07-23 49.36 455.30 22127544
2017-07-24 49.51 571.06 27753426
2017-07-25 49.67 559.92 27212196
2017-07-26 49.83 540.64 26275326
2017-07-27 49.99 625.59 30403476
2017-07-28 50.16 572.96 27845982
2017-07-29 50.33 566.40 27527190
2017-07-30 50.51 505.72 24577902
2017-07-31 50.69 555.38 26991348
2017-08-01 50.01 345.00 16353114
2017-08-02 50.20 498.88 23647080
2017-08-03 50.39 558.51 26473512
2017-08-04 50.59 551.06 26120322
2017-08-05 50.79 377.38 17887740
2017-08-06 50.99 317.87 15067272
2017-08-07 51.20 395.65 18753936
2017-08-08 51.42 334.67 15863436
2017-08-09 51.20 125.81 5887969
2017-08-10 51.42 465.16 21769716
2017-08-11 51.64 544.19 25468212
2017-08-12 51.44 620.34 28659702
2017-08-13 51.67 469.78 21703914
2017-08-14 51.90 490.21 22647858
2017-08-15 52.14 431.07 19915446
2017-08-16 52.38 516.74 23873526
2017-08-17 52.19 580.51 26471328
2017-08-18 52.44 444.96 20290230
2017-08-19 52.69 508.26 23176776
2017-08-20 52.94 599.19 27322920
2017-08-21 53.20 598.59 27295566
2017-08-22 53.03 597.68 26895576
2017-08-23 53.30 424.73 19113042
2017-08-24 53.13 536.43 23817660
2017-08-25 53.40 446.79 19837584
2017-08-26 53.67 452.37 20085372
2017-08-27 53.95 440.16 19543176
2017-08-28 54.22 426.11 18919335
2017-08-29 54.50 333.56 14810088
2017-08-30 54.36 279.82 12256260
2017-08-31 54.65 114.49 5014812
2017-09-01 54.51 481.57 20803908
2017-09-02 54.80 585.23 25282050
2017-09-03 55.09 325.07 14042910
2017-09-04 55.38 358.93 15505656
2017-09-05 55.26 381.69 16259802
2017-09-06 55.56 341.60 14552292
2017-09-07 55.86 541.99 23088822
2017-09-08 56.16 533.08 22709274
2017-09-09 56.46 154.86 6597130
2017-09-10 56.36 503.22 21135144
2017-09-11 56.25 336.04 13912242
2017-09-12 56.56 470.70 19486806
2017-09-13 56.87 538.98 22313670
2017-09-14 57.18 312.53 12938694
2017-09-15 57.50 68.16 2821697
2017-09-16 57.41 396.79 16189045
2017-09-17 57.72 468.90 19131306
2017-09-18 58.04 287.44 11727720
2017-09-19 58.36 544.99 22235532
2017-09-20 58.28 533.19 21434424
2017-09-21 58.60 512.73 20611776
2017-09-22 58.52 211.99 8394678
2017-09-23 58.84 478.54 18950028
2017-09-24 59.17 501.76 19869510
2017-09-25 59.49 268.03 10613973
2017-09-26 59.81 433.96 17184996
2017-09-27 60.14 498.63 19745712
2017-09-28 60.08 475.49 18544050
2017-09-29 60.01 501.54 19259130
2017-09-30 60.34 146.39 5621304
2017-10-01 60.67 202.57 7778532
2017-10-02 60.99 368.39 14146242
2017-10-03 60.94 468.36 17704158
2017-10-04 61.26 484.46 18312450
2017-10-05 61.59 490.81 18552480
2017-10-06 61.91 481.48 18199776
2017-10-07 62.23 477.45 18047730
2017-10-08 62.19 473.52 17615028
2017-10-09 62.14 467.78 17120604
2017-10-10 62.47 457.82 16756044
2017-10-11 62.79 459.11 16803348
2017-10-12 63.11 438.58 16052064
2017-10-13 63.43 448.71 16422768
2017-10-14 63.75 432.87 15843096
2017-10-15 63.71 430.84 15510378
2017-10-16 63.67 443.38 15695490
2017-10-17 63.98 446.86 15818694
2017-10-18 64.30 50.38 1783335
2017-10-19 64.61 115.74 4097352
2017-10-20 64.92 352.88 12491964
2017-10-21 64.88 372.92 12977688
2017-10-22 65.19 425.44 14805408
2017-10-23 65.49 390.54 13590624
2017-10-24 65.46 396.63 13564584
2017-10-25 65.76 405.55 13869846
2017-10-26 66.05 402.07 13750800
2017-10-27 66.02 402.79 13533648
2017-10-28 66.31 415.28 13953510
2017-10-29 66.60 393.65 13226610
2017-10-30 66.89 378.08 12703590
2017-10-31 66.85 393.75 12993612
2017-11-01 67.13 382.79 12632190
2017-11-02 67.41 276.87 9136866
2017-11-03 67.36 355.78 11527116
2017-11-04 67.63 65.16 2111203
2017-11-05 67.90 166.96 5409504
2017-11-06 68.17 206.23 6681780
2017-11-07 68.43 341.94 11078850
2017-11-08 68.38 267.19 8496492
2017-11-09 68.63 218.23 6939732
2017-11-10 68.88 305.68 9720720
2017-11-11 68.82 82.10 2561592
2017-11-12 69.06 351.12 10954860
2017-11-13 69.30 267.32 8340480
2017-11-14 69.53 346.32 10805076
2017-11-15 69.46 363.07 11109948
2017-11-16 69.68 349.84 10705116
2017-11-17 69.90 329.66 10087704
2017-11-18 70.12 333.36 10200696
2017-11-19 70.32 318.19 9736464
2017-11-20 70.53 319.68 9782088
2017-11-21 70.73 320.26 9799866
2017-11-22 70.63 319.61 9588168
2017-11-23 70.53 281.15 8265804
2017-11-24 70.71 229.14 6736662
2017-11-25 70.89 263.07 7734258
2017-11-26 71.06 320.88 9433986
2017-11-27 71.23 275.44 8098008
2017-11-28 71.39 299.40 8802462
2017-11-29 71.54 162.45 4775976
2017-11-30 71.69 307.98 9054588
2017-12-01 71.55 181.13 5216442
2017-12-02 71.69 218.19 6283938
2017-12-03 71.81 176.49 5082822
2017-12-04 71.94 294.34 8476956
2017-12-05 72.05 292.55 8425536
2017-12-06 72.16 291.56 8396946
2017-12-07 72.26 220.46 6349152
2017-12-08 72.36 218.64 6296928
2017-12-09 72.45 302.04 8698668
2017-12-10 72.26 155.82 4394232
2017-12-11 72.34 93.22 2628732
2017-12-12 72.41 177.80 5013954
2017-12-13 72.47 222.05 6261858
2017-12-14 72.52 216.57 6107190
2017-12-15 72.57 244.08 6883158
2017-12-16 72.61 283.48 7993998
2017-12-17 72.64 219.64 6193932
2017-12-18 72.67 96.75 2728422
2017-12-19 72.69 297.34 8385120
2017-12-20 72.70 149.73 4222278
2017-12-21 72.70 212.82 6001416
2017-12-22 72.70 157.45 4439952
2017-12-23 72.69 281.98 7951938
2017-12-24 72.68 285.75 8058240
2017-12-25 72.39 290.95 8030214
2017-12-26 72.36 203.52 5617128
2017-12-27 72.32 189.31 5225028
2017-12-28 72.27 212.89 5875650
2017-12-29 72.49 158.77 4477290
2017-12-30 72.43 294.92 8316810
2017-12-31 72.36 281.78 7946208
2018-01-01 72.29 254.34 7172502
2018-01-02 72.21 189.22 5336058
2018-01-03 72.12 252.70 7126272
2018-01-04 72.03 305.04 8602008
2018-01-05 71.93 302.16 8520894
2018-01-06 71.82 125.97 3552294
2018-01-07 71.70 60.15 1696212
2018-01-08 71.86 190.51 5486550
2018-01-09 71.73 295.24 8502840
2018-01-10 71.60 283.72 8171208
2018-01-11 71.73 267.32 7859070
2018-01-12 71.59 270.83 7962342
2018-01-13 71.44 190.14 5590086
2018-01-14 71.28 141.45 4158666
2018-01-15 71.11 371.75 10929474
2018-01-16 70.94 316.92 9317478
2018-01-17 71.05 324.51 9735312
2018-01-18 70.87 324.44 9733320
2018-01-19 70.68 319.10 9573054
2018-01-20 70.49 232.21 6966330
2018-01-21 70.29 136.61 4098216
2018-01-22 70.08 304.72 9141690
2018-01-23 69.87 304.53 9135852
2018-01-24 69.96 336.77 10305042
2018-01-25 69.74 257.55 7880982
2018-01-26 69.81 125.83 3926034
2018-01-27 69.58 320.74 10007100
2018-01-28 69.34 353.35 11024610
2018-01-29 69.10 354.00 11044722
2018-01-30 68.86 362.85 11320806
2018-01-31 68.92 366.07 11641110
2018-02-01 68.67 146.32 4652892
2018-02-02 68.41 345.06 10972938
2018-02-03 68.15 286.90 9123360
2018-02-04 68.20 135.70 4396620
2018-02-05 67.93 137.17 4444428
2018-02-06 67.66 301.20 9758874
2018-02-07 67.71 454.93 15012576
2018-02-08 67.43 421.63 13913730
2018-02-09 67.15 302.59 9985338
2018-02-10 66.86 401.53 13250430
2018-02-11 66.90 208.14 6993618
2018-02-12 66.61 379.88 12763902
2018-02-13 66.32 323.59 10872552
2018-02-14 66.35 267.65 9153642
2018-02-15 66.05 399.65 13668000
2018-02-16 65.75 177.75 6079170
2018-02-17 65.45 195.22 6676674
2018-02-18 65.48 347.46 12091662
2018-02-19 65.17 304.90 10610682
2018-02-20 64.86 333.41 11602506
2018-02-21 64.89 399.01 14124912
2018-02-22 64.58 461.78 16346928
2018-02-23 64.26 453.79 16064160
2018-02-24 63.95 419.34 14844588
2018-02-25 63.98 403.98 14543430
2018-02-26 63.66 453.13 16312782
2018-02-27 63.33 422.34 15204294
2018-02-28 63.01 207.02 7452852
2018-03-01 63.05 198.11 7250940
2018-03-02 62.72 395.03 14458110
2018-03-03 62.76 267.97 9968652
2018-03-04 62.43 263.85 9815160
2018-03-05 62.10 293.19 10906800
2018-03-06 61.78 380.10 14139762
2018-03-07 61.45 288.43 10729479
2018-03-08 61.49 446.64 16883028
2018-03-09 61.53 433.26 16637196
2018-03-10 61.21 197.01 7565080
2018-03-11 60.88 262.37 10074900
2018-03-12 60.55 340.33 13068570
2018-03-13 60.22 368.35 14144562
2018-03-14 60.27 368.23 14361138
2018-03-15 59.94 369.98 14429172
2018-03-16 59.61 360.52 14060430
2018-03-17 59.67 357.27 14147946
2018-03-18 59.34 567.75 22483014
2018-03-19 59.02 406.96 16115748
2018-03-20 59.08 514.37 20677476
2018-03-21 58.76 524.52 21085866
2018-03-22 58.43 522.42 21001236
2018-03-23 58.11 458.03 18412746
2018-03-24 57.78 251.47 10109106
2018-03-25 57.46 287.06 11539974
2018-03-26 57.94 391.71 16216758
2018-03-27 57.62 366.42 15169860
2018-03-28 57.30 566.22 23441430
2018-03-29 56.99 469.87 19452726
2018-03-30 56.67 333.18 13793856
2018-03-31 56.77 433.68 18214494
2018-04-01 56.46 575.30 24162804
2018-04-02 56.15 537.79 22587156
2018-04-03 55.84 345.73 14520600
2018-04-04 55.95 470.03 20023470
2018-04-05 55.64 597.51 25454052
2018-04-06 55.75 443.76 19170450
2018-04-07 55.45 111.51 4817409
2018-04-08 55.15 140.93 6088351
2018-04-09 54.86 153.77 6643018
2018-04-10 54.57 308.34 13320258
2018-04-11 54.28 305.91 13215360
2018-04-12 54.41 450.87 19748142
2018-04-13 54.54 237.36 10538706
2018-04-14 54.26 283.44 12584928
2018-04-15 53.98 610.27 27095790
2018-04-16 53.70 256.94 11408262
2018-04-17 53.43 630.66 28001208
2018-04-18 53.16 634.87 28188288
2018-04-19 53.31 437.13 19670976
2018-04-20 53.05 574.99 25874658
2018-04-21 52.78 560.61 25227636
2018-04-22 52.95 507.94 23162088
2018-04-23 52.69 202.06 9213825
2018-04-24 52.44 581.79 26529780
2018-04-25 52.19 507.08 23122890
2018-04-26 52.37 501.17 23153856
2018-04-27 52.13 422.56 19522080
2018-04-28 51.89 249.70 11536247
2018-04-29 51.65 237.15 10956168
2018-04-30 51.42 497.57 22987716
2018-05-01 51.19 473.91 21894468
2018-05-02 51.40 628.77 29426490
2018-05-03 51.61 452.13 21430728
2018-05-04 51.39 285.17 13517028
2018-05-05 51.18 253.25 12003984
2018-05-06 50.96 342.72 16245060
2018-05-07 50.76 431.10 20434320
2018-05-08 50.56 321.10 15220134
2018-05-09 50.36 565.63 26810898
2018-05-10 50.16 397.09 18822222
2018-05-11 49.97 671.26 31817622
2018-05-12 50.65 227.73 11067753
2018-05-13 50.47 125.94 6120724
2018-05-14 50.29 123.70 6011611
2018-05-15 50.12 201.84 9809496
2018-05-16 49.95 403.99 19634136
2018-05-17 49.79 506.34 24608298
2018-05-18 49.63 442.32 21496614
2018-05-19 49.47 378.54 18396936
2018-05-20 49.32 229.29 11143734
2018-05-21 49.17 331.67 16119354
2018-05-22 49.46 288.16 14177568
2018-05-23 49.33 500.66 24632304
2018-05-24 49.62 428.25 21326952
2018-05-25 49.49 463.65 23089920
2018-05-26 49.37 190.38 9480904
2018-05-27 49.25 401.37 19988201
2018-05-28 49.13 238.45 11875056
2018-05-29 49.02 337.16 16790688
2018-05-30 48.91 215.17 10715448
2018-05-31 48.81 319.23 15897618
2018-06-01 48.71 387.26 19285488
2018-06-02 48.62 407.64 20300250
2018-06-03 48.53 190.28 9476052
2018-06-04 48.88 333.10 16788198
2018-06-05 48.80 179.65 9054492
2018-06-06 48.73 154.43 7783069
2018-06-07 48.66 286.68 14448534
2018-06-08 48.60 390.68 19690274
2018-06-09 48.54 472.82 23830278
2018-06-10 48.48 58.53 2949697
2018-06-11 48.43 382.06 19255704
2018-06-12 48.39 212.57 10713378
2018-06-13 48.35 272.88 13753338
2018-06-14 48.31 649.66 32742750
2018-06-15 48.28 378.41 19071888
2018-06-16 48.25 610.22 30754914
2018-06-17 48.23 588.64 29667216
2018-06-18 48.21 639.68 32239896
2018-06-19 48.20 632.89 31897554
2018-06-20 48.20 432.96 21820974
2018-06-21 48.19 412.03 20766552
2018-06-22 48.20 606.60 30572412
2018-06-23 48.20 523.00 26358948
2018-06-24 48.22 598.98 30188802
2018-06-25 48.23 583.24 29395158
2018-06-26 48.26 621.25 31310898
2018-06-27 48.28 557.76 28111188
2018-06-28 48.32 353.04 17793237
2018-06-29 48.35 522.36 26326872
2018-06-30 48.39 631.76 31840788
2018-07-01 48.44 624.19 31458948
2018-07-02 48.49 289.06 14568414
2018-07-03 48.55 410.88 20708400
2018-07-04 48.61 551.31 27786072
2018-07-05 48.67 358.11 18048514
2018-07-06 48.74 536.54 27041484
2018-07-07 48.82 448.25 22591705
2018-07-08 48.46 514.74 25634290
2018-07-09 48.54 402.86 20062530
2018-07-10 48.63 470.42 23426848
2018-07-11 48.72 533.36 26561378
2018-07-12 48.82 438.28 21826386
2018-07-13 48.92 509.63 25379466
2018-07-14 49.03 639.03 31823784
