Date sza RS Irradiacio
yyyy-mm-dd deg W/m2 J/m2
-- mitjana mitjana total
2020-08-20 53.01 574.74 26208222
2020-08-21 52.85 592.74 26673168
2020-08-22 53.11 519.66 23384886
2020-08-23 52.94 609.37 27056076
2020-08-24 53.21 601.54 26708226
2020-08-25 53.48 594.98 26416974
2020-08-26 53.75 581.16 25803408
2020-08-27 54.02 561.39 24925746
2020-08-28 54.30 264.14 11727780
2020-08-29 54.58 203.19 9021720
2020-08-30 54.44 472.95 20715334
2020-08-31 54.30 551.42 23821494
2020-09-01 54.59 492.76 21287448
2020-09-02 54.88 548.44 23692398
2020-09-03 55.17 571.85 24703812
2020-09-04 55.46 567.95 24535266
2020-09-05 55.34 421.89 17972532
2020-09-06 55.64 365.94 15589155
2020-09-07 55.94 573.77 24442584
2020-09-08 56.24 298.38 12711162
2020-09-09 56.54 139.78 5954675
2020-09-10 56.03 254.53 10537590
2020-09-11 56.34 474.40 19640094
2020-09-12 56.65 449.22 18597570
2020-09-13 56.96 523.91 21690072
2020-09-14 57.27 536.21 22199004
2020-09-15 57.58 331.74 13734102
2020-09-16 57.50 329.58 13446757
2020-09-17 57.81 334.73 13657068
2020-09-18 58.13 78.35 3196578
2020-09-19 58.44 169.71 6924090
2020-09-20 58.37 344.61 13853472
2020-09-21 58.69 134.49 5406402
2020-09-22 58.61 285.09 11289618
2020-09-23 58.93 321.65 12737226
2020-09-24 59.26 310.30 12287898
2020-09-25 59.58 246.81 9773748
2020-09-26 59.90 337.82 13377810
2020-09-27 59.84 445.14 17360298
2020-09-28 60.17 272.74 10636998
2020-09-29 60.10 444.29 17060724
2020-09-30 60.43 482.90 18543252
2020-10-01 60.75 343.39 13186356
2020-10-02 61.08 46.65 1791258
2020-10-03 61.03 204.69 7737438
2020-10-04 61.35 187.68 7094172
2020-10-05 61.68 255.74 9666882
2020-10-06 62.00 297.40 11241672
2020-10-07 62.13 283.24 10536450
2020-10-08 62.28 455.04 16927656
2020-10-09 62.23 366.89 13428144
2020-10-10 62.55 292.79 10716240
2020-10-11 62.88 311.47 11399724
2020-10-12 63.20 462.38 16923042
2020-10-13 63.51 470.58 17223294
2020-10-14 63.83 262.70 9614688
2020-10-15 63.80 293.57 10568358
2020-10-16 63.75 453.57 16056300
2020-10-17 64.07 435.78 15426492
2020-10-18 64.38 420.51 14885970
2020-10-19 64.69 402.52 14249250
2020-10-20 65.00 96.58 3418939
2020-10-21 64.97 169.87 5911587
2020-10-22 65.27 41.24 1435126
2020-10-23 65.58 324.54 11294052
2020-10-24 65.54 399.82 13673748
2020-10-25 65.84 312.04 10671751
2020-10-26 66.13 241.45 8257608
2020-10-27 66.10 257.35 8646846
2020-10-28 66.39 271.00 9105558
2020-10-29 66.68 356.65 11983404
2020-10-30 66.96 390.41 13117698
2020-10-31 66.35 406.71 12201450
2020-11-01 67.20 372.68 12298542
2020-11-02 67.48 364.03 12013098
2020-11-03 67.47 67.93 2160235
2020-11-04 67.71 47.64 1543380
2020-11-05 67.97 312.47 10124094
2020-11-06 68.24 196.55 6368154
2020-11-07 68.50 20.68 669883
2020-11-08 68.40 302.17 9427782
2020-11-09 68.70 307.03 9763566
2020-11-10 68.81 235.42 7345212
2020-11-11 68.88 351.62 10970484
2020-11-12 69.25 316.24 9677022
2020-11-13 69.90 237.00 6399090
2020-11-14 69.59 327.25 10210080
2020-11-15 69.52 299.50 9164784
2020-11-16 69.74 317.07 9702468
2020-11-17 69.96 320.46 9806088
2020-11-18 70.17 322.67 9873780
2020-11-19 70.38 262.16 8021970
2020-11-20 70.58 330.04 10099320
2020-11-21 70.49 327.99 9839694
2020-11-22 70.39 320.08 9410262
2020-11-23 70.58 312.84 9197508
2020-11-24 70.76 302.43 8891466
2020-11-25 70.94 317.15 9324288
2020-11-26 71.11 83.81 2463978
2020-11-27 71.27 100.43 2952516
2020-11-28 71.43 120.38 3539082
2020-11-29 71.58 300.42 8832438
2020-11-30 71.45 289.39 8334300
2020-12-01 71.59 124.37 3581946
2020-12-02 71.72 268.43 7730814
2020-12-03 71.85 222.12 6397056
2020-12-04 71.97 117.95 3396834
2020-12-05 72.08 341.41 9832740
2020-12-06 72.19 183.73 5291358
2020-12-07 72.29 155.12 4467318
2020-12-08 72.38 176.13 5072658
2020-12-09 72.47 314.42 9055434
2020-12-10 72.28 189.64 5347878
2020-12-11 72.36 206.01 5809428
2020-12-12 72.42 179.03 5048676
2020-12-13 72.56 224.07 6184350
2020-12-14 72.53 170.81 4816884
2020-12-15 72.58 102.34 2885982
2020-12-16 72.62 254.74 7183638
2020-12-17 72.65 251.01 7078380
2020-12-18 72.67 179.77 5069622
2020-12-19 72.69 262.83 7411740
2020-12-20 72.70 186.24 5252016
2020-12-21 72.70 222.49 6274098
2020-12-22 72.70 274.73 7747290
2020-12-23 72.69 155.07 4373082
2020-12-24 72.41 217.72 6008958
2020-12-25 72.38 219.18 6049380
2020-12-26 72.35 246.91 6814704
2020-12-27 72.31 135.94 3752058
2020-12-28 72.26 191.25 5278386
2020-12-29 72.48 242.15 6828594
2020-12-30 72.41 183.62 5178102
2020-12-31 72.34 347.57 9801414
2021-01-01 72.27 296.56 8363106
2021-01-02 72.19 178.24 5026458
2021-01-03 72.10 303.28 8552406
2021-01-04 72.00 266.56 7516956
2021-01-05 71.90 262.57 7404384
2021-01-06 71.79 312.87 8823036
2021-01-07 71.67 151.71 4278348
2021-01-08 71.83 269.26 7754814
2021-01-09 71.70 127.03 3658500
2021-01-10 71.84 62.90 1849295
2021-01-11 71.69 323.13 9500166
2021-01-12 71.55 194.99 5732832
2021-01-13 71.39 290.48 8539992
2021-01-14 71.23 328.46 9656724
2021-01-15 71.07 324.28 9533688
2021-01-16 71.18 333.13 9993882
2021-01-17 71.00 228.21 6846288
2021-01-18 70.92 321.22 9829296
2021-01-19 70.63 332.72 9981600
2021-01-20 70.43 219.90 6596904
2021-01-21 70.23 264.68 7940256
2021-01-22 70.03 147.45 4423554
2021-01-23 69.81 197.43 5923038
2021-01-24 69.90 246.00 7527732
2021-01-25 69.97 217.23 6777696
2021-01-26 69.74 338.57 10563390
2021-01-27 69.51 173.28 5406408
2021-01-28 69.28 305.22 9522858
2021-01-29 69.04 196.37 6126888
2021-01-30 68.79 176.76 5515032
2021-01-31 68.85 311.60 9908976
2021-02-01 68.60 280.30 8913438
2021-02-02 68.34 326.35 10377852
2021-02-03 68.08 377.73 12011862
2021-02-04 68.13 260.24 8431902
2021-02-05 67.86 262.49 8504778
2021-02-06 67.59 107.06 3468636
2021-02-07 67.63 207.22 6838140
2021-02-08 67.21 117.28 3870222
2021-02-09 67.07 193.82 6396042
2021-02-10 66.93 291.65 9449514
2021-02-11 66.82 383.22 12876180
2021-02-12 66.53 177.96 5979378
2021-02-13 66.24 250.82 8427516
2021-02-14 66.27 414.89 14189136
2021-02-15 65.97 405.54 13869468
2021-02-16 65.67 389.74 13329066
2021-02-17 65.36 418.27 14304840
2021-02-18 65.40 394.63 13733070
2021-02-19 65.09 438.15 15247764
2021-02-20 64.78 437.05 15209412
2021-02-21 64.81 359.27 12718194
2021-02-22 64.49 109.55 3877949
2021-02-23 64.18 191.21 6768828
2021-02-24 64.21 410.80 14788908
2021-02-25 63.89 380.11 13684116
2021-02-26 63.57 348.72 12553752
2021-02-27 63.25 427.01 15372348
2021-02-28 62.92 196.70 7081350
2021-03-01 62.96 385.84 14121630
2021-03-02 63.00 180.51 6714870
2021-03-03 62.67 267.23 9940914
2021-03-04 62.77 333.21 11995632
2021-03-05 62.01 264.97 9856794
2021-03-06 61.69 196.93 7325652
2021-03-07 61.36 254.62 9471876
2021-03-08 61.40 357.10 13498320
2021-03-09 61.44 440.58 16918206
2021-03-10 61.12 487.11 18705090
2021-03-11 60.79 454.05 17435604
2021-03-12 60.46 194.82 7481202
2021-03-13 60.13 488.30 18750696
2021-03-14 60.18 498.25 19431708
2021-03-15 59.85 498.52 19442472
2021-03-16 59.52 425.17 16581636
2021-03-17 59.58 440.07 17426682
2021-03-18 59.26 500.55 19821774
2021-03-19 58.93 369.31 14624796
2021-03-20 58.99 548.02 22030362
2021-03-21 58.67 433.79 17438184
2021-03-22 58.34 520.85 20938146
2021-03-23 58.02 539.09 21671232
2021-03-24 57.70 539.01 21668280
2021-03-25 58.17 498.91 20655030
2021-03-26 57.85 448.97 18587400
2021-03-27 57.54 378.33 15662982
2021-03-28 57.22 545.58 22587054
2021-03-29 56.90 545.85 22598340
2021-03-30 56.59 477.14 19753398
2021-03-31 56.68 504.28 21179574
2021-04-01 56.37 501.21 21051000
2021-04-02 56.06 435.58 18294355
2021-04-03 56.17 548.05 23347110
2021-04-04 55.86 477.80 20354400
2021-04-05 55.56 556.55 23709204
2021-04-06 55.67 569.50 24602598
2021-04-07 55.37 583.33 25199904
2021-04-08 55.07 571.53 24690126
2021-04-09 54.78 317.16 13701186
2021-04-10 54.49 266.40 11508306
2021-04-11 54.20 183.06 7908246
2021-04-12 54.33 655.09 28693092
2021-04-13 54.46 536.13 23804106
2021-04-14 54.18 510.68 22674186
2021-04-15 53.90 460.31 20437818
2021-04-16 53.63 497.80 22102452
2021-04-17 53.35 563.76 25031100
2021-04-18 53.08 590.79 26231184
2021-04-19 53.24 556.94 25062438
2021-04-20 52.97 145.69 6556188
2021-04-21 52.50 209.89 9318906
2021-04-22 52.88 381.42 17392572
2021-04-23 52.62 540.42 24643234
2021-04-24 52.37 583.42 26603958
2021-04-25 52.55 242.03 11181954
2021-04-26 52.31 103.83 4796905
2021-04-27 52.06 204.04 9426714
2021-04-28 51.82 245.62 11347752
2021-04-29 52.11 211.16 9122292
2021-04-30 51.36 300.53 13884354
2021-05-01 51.56 257.41 12046663
2021-05-02 51.34 492.63 23055216
2021-05-03 51.55 472.97 22418742
2021-05-04 51.33 469.77 22266990
2021-05-05 51.12 533.39 25282728
2021-05-06 50.91 555.62 26336352
2021-05-07 50.70 461.95 21896616
2021-05-08 50.50 379.86 18005274
2021-05-09 50.30 231.42 10969480
2021-05-10 50.11 300.25 14231880
2021-05-11 50.36 442.75 21251844
2021-05-12 50.60 441.05 21434802
2021-05-13 50.42 455.09 22117188
2021-05-14 50.25 644.58 31326354
2021-05-15 50.07 404.54 19660632
2021-05-16 49.91 330.37 16056078
2021-05-17 49.74 563.78 27399564
2021-05-18 49.58 414.30 20135042
2021-05-19 49.43 636.93 30954786
2021-05-20 49.28 611.37 29712558
2021-05-21 49.13 474.42 23056638
2021-05-22 49.43 346.06 17026002
2021-05-23 49.29 117.19 5765700
2021-05-24 49.59 329.99 16433358
2021-05-25 49.46 582.55 29011176
2021-05-26 49.33 536.82 26733522
2021-05-27 49.21 524.79 26134458
2021-05-28 49.10 274.65 13677330
2021-05-29 48.99 240.78 11990862
2021-05-30 48.88 253.65 12631590
2021-05-31 48.78 471.79 23495214
2021-06-01 48.69 312.57 15565902
2021-06-02 48.60 374.04 18627318
2021-06-03 48.51 420.67 20949306
2021-06-04 48.86 286.59 14443926
2021-06-05 48.78 464.24 23397696
2021-06-06 48.71 480.98 24241308
2021-06-07 48.64 464.92 23432118
2021-06-08 48.58 674.67 34003170
2021-06-09 48.52 522.06 26311638
2021-06-10 48.47 437.43 22046320
2021-06-11 48.42 299.51 15095502
2021-06-12 48.37 431.81 21763188
2021-06-13 48.34 449.48 22653750
2021-06-14 48.30 342.83 17278830
2021-06-15 48.27 346.05 17440692
2021-06-16 48.25 446.39 22498272
2021-06-17 48.23 41.60 2096497
2021-06-18 48.21 537.00 27064674
2021-06-19 48.20 193.91 9772874
2021-06-20 48.20 247.55 12476730
2021-06-21 48.19 378.65 19083930
2021-06-22 48.20 429.02 21622596
2021-06-23 48.21 149.74 7547124
2021-06-24 48.22 544.32 27433566
2021-06-25 48.24 566.65 28559322
2021-06-26 48.26 414.76 20903988
2021-06-27 48.29 307.80 15513294
2021-06-28 48.33 445.91 22474104
2021-06-29 48.36 497.72 25085160
2021-06-30 48.41 464.14 23392446
2021-07-01 48.45 590.90 29781534
2021-07-02 48.51 608.83 30685092
2021-07-03 48.56 481.38 24261792
2021-07-04 48.62 440.90 22221432
2021-07-05 48.69 579.65 29214180
2021-07-06 48.76 306.17 15430972
2021-07-07 48.40 550.07 27393366
2021-07-08 48.48 609.81 30368352
2021-07-09 48.57 653.37 32537742
2021-07-10 48.66 545.12 27146778
2021-07-11 48.49 604.26 29729352
2021-07-12 48.85 403.74 20106420
2021-07-13 48.95 380.33 18940332
2021-07-14 49.06 423.65 21097604
2021-07-15 48.79 523.86 25773780
2021-07-16 49.29 649.17 32328630
2021-07-17 49.41 648.96 32318232
2021-07-18 49.54 635.37 31641666
2021-07-19 49.67 580.50 28908702
2021-07-20 49.80 384.31 19138878
2021-07-21 49.07 429.95 20895425
2021-07-22 49.22 525.04 25516866
2021-07-23 49.36 566.76 27544746
2021-07-24 49.52 491.83 23902848
2021-07-25 49.67 443.38 21548196
2021-07-26 49.83 325.75 15831690
2021-07-27 50.00 513.88 24974766
2021-07-28 50.17 427.06 20755069
2021-07-29 50.34 580.77 28225386
2021-07-30 50.52 407.12 19786116
2021-07-31 50.70 175.11 8510562
2021-08-01 50.02 438.99 20808078
2021-08-02 50.21 490.41 23245212
2021-08-03 50.40 443.93 21042156
2021-08-04 50.60 246.51 11684394
2021-08-05 50.80 530.66 25153302
2021-08-06 51.00 536.49 25429614
2021-08-07 51.21 362.52 17183610
2021-08-08 51.42 393.29 18641820
2021-08-09 51.21 570.59 26703486
2021-08-10 51.43 567.07 26538870
2021-08-11 51.65 535.56 25064394
2021-08-12 51.45 584.30 26994708
2021-08-13 51.68 597.63 27610482
2021-08-14 51.91 541.67 25024962
2021-08-15 52.15 494.11 22827702
2021-08-16 52.39 614.65 28396896
2021-08-17 52.20 603.63 27525642
2021-08-18 52.45 606.07 27636564
2021-08-19 52.70 402.35 18347172
2021-08-20 52.95 532.14 24265644
2021-08-21 53.21 473.46 21589656
2021-08-22 53.04 563.12 25340286
2021-08-23 53.31 421.66 18974634
2021-08-24 53.14 569.88 25302552
2021-08-25 53.41 340.01 15096264
2021-08-26 53.68 567.04 25176546
2021-08-27 55.41 502.27 18081786
2021-08-28 54.23 590.31 26209872
2021-08-29 54.51 578.35 25678824
2021-08-30 54.56 426.32 18416975
2021-08-31 54.66 366.88 16069416
2021-09-01 54.52 328.21 14178528
2021-09-02 54.81 217.55 9398110
2021-09-03 55.10 323.15 13960164
2021-09-04 55.39 392.48 16955166
2021-09-05 55.27 501.61 21368670
2021-09-06 55.57 471.71 20094894
2021-09-07 55.87 337.08 14359692
2021-09-08 56.17 425.27 18116562
2021-09-09 56.47 218.46 9306528
2021-09-10 56.39 262.66 10874117
2021-09-11 56.26 405.48 16786842
2021-09-12 56.31 386.67 15776100
2021-09-13 56.88 359.30 14875153
2021-09-14 57.19 238.90 9890604
2021-09-15 57.51 395.43 16370670
2021-09-16 57.42 270.51 11036727
2021-09-17 57.73 533.65 21772950
2021-09-18 58.05 116.61 4757634
2021-09-19 58.37 490.88 20028090
2021-09-20 58.29 345.92 13906003
2021-09-21 58.61 172.22 6923226
2021-09-22 58.53 405.29 16049646
2021-09-23 58.86 259.15 10262310
2021-09-24 59.18 342.18 13550478
2021-09-25 59.50 174.76 6920354
2021-09-26 59.82 386.88 15320568
2021-09-27 60.15 403.46 15977142
2021-09-28 60.09 331.13 12914244
2021-09-29 60.03 312.06 11983014
2021-09-30 60.35 413.97 15896430
2021-10-01 60.68 435.98 16741650
2021-10-02 61.00 373.26 14333256
2021-10-03 60.95 56.05 2118844
2021-10-04 61.27 406.43 15363163
2021-10-05 61.60 300.49 11358498
2021-10-06 61.92 411.08 15538932
2021-10-07 62.24 440.28 16642536
2021-10-08 62.11 477.92 17491794
2021-10-09 62.15 472.44 17291172
2021-10-10 62.48 483.75 17705406
2021-10-11 62.80 473.79 17340594
2021-10-12 63.12 440.50 16122414
2021-10-13 63.44 442.88 16209576
2021-10-14 63.76 448.78 16425210
2021-10-15 63.72 344.91 12416820
2021-10-16 63.68 448.24 15867762
2021-10-17 63.99 410.42 14528838
2021-10-18 64.31 427.19 15122658
2021-10-19 64.62 421.04 14904738
2021-10-20 64.93 398.86 14119638
2021-10-21 64.89 232.51 8091486
2021-10-22 65.20 367.29 12781752
2021-10-23 65.50 422.05 14687436
2021-10-24 65.46 422.13 14436924
2021-10-25 65.77 411.05 14057964
2021-10-26 66.06 403.32 13793634
2021-10-27 66.02 310.70 10439676
2021-10-28 66.32 355.80 11954886
2021-10-29 66.61 80.06 2689981
2021-10-30 66.89 175.13 5884224
2021-10-31 66.85 283.82 9366078
2021-11-01 67.14 229.27 7565802
2021-11-02 67.42 294.84 9729690
2021-11-03 67.37 301.95 9783228
2021-11-04 67.64 309.25 10019832
2021-11-05 67.91 392.92 12730608
2021-11-06 68.18 375.81 12176190
2021-11-07 68.44 349.44 11321892
2021-11-08 68.38 368.39 11714730
2021-11-09 68.64 359.95 11446434
2021-11-10 68.89 102.30 3253062
2021-11-11 68.83 116.04 3620316
2021-11-12 69.07 173.79 5422194
2021-11-13 69.30 307.13 9582576
2021-11-14 69.54 306.85 9573870
2021-11-15 69.47 196.68 6018258
2021-11-16 69.69 153.63 4701060
2021-11-17 69.83 340.66 10219830
2021-11-18 70.12 325.08 9947484
2021-11-19 70.33 325.28 9953658
2021-11-20 70.53 247.23 7565172
2021-11-21 70.73 212.37 6498588
2021-11-22 70.64 156.75 4702644
2021-11-23 70.53 50.47 1483698
2021-11-24 70.72 126.29 3712920
2021-11-25 70.89 298.39 8772522
2021-11-26 71.07 263.86 7757406
2021-11-27 71.23 223.87 6581874
2021-11-28 71.39 238.71 7018218
2021-11-29 71.54 310.41 9126060
2021-11-30 71.41 310.07 8930022
2021-12-01 71.55 178.24 5133282
2021-12-02 71.69 305.02 8784702
2021-12-03 71.82 314.56 9059364
2021-12-04 71.94 224.81 6474534
2021-12-05 72.05 130.94 3771090
2021-12-06 72.16 278.94 8033400
2021-12-07 72.27 150.13 4323804
2021-12-08 72.36 162.80 4688652
2021-12-09 72.45 159.56 4595298
2021-12-10 72.26 124.44 3509292
2021-12-11 72.34 261.01 7360620
2021-12-12 72.41 286.23 8071668
2021-12-13 72.47 283.46 7993626
2021-12-14 72.52 288.58 8137980
2021-12-15 72.57 287.54 8108670
2021-12-16 72.61 282.77 7974090
2021-12-17 72.64 283.48 7994112
2021-12-18 72.67 291.03 8206974
2021-12-19 72.69 289.85 8173890
2021-12-20 72.70 289.38 8160594
2021-12-21 72.70 281.11 7927260
2021-12-22 72.70 275.67 7773960
2021-12-23 72.69 281.22 7930446
2021-12-24 72.68 197.12 5558898
2021-12-25 72.39 176.86 4881318
2021-12-26 72.35 248.30 6853146
2021-12-27 72.32 183.53 5065536
2021-12-28 72.27 191.37 5281794
2021-12-29 72.49 306.29 8637294
2021-12-30 72.43 257.69 7266738
2021-12-31 72.36 292.18 8239428
2022-01-01 72.29 299.07 8433846
2022-01-02 72.21 240.80 6790548
2022-01-03 72.12 254.18 7167978
2022-01-04 72.02 271.99 7670076
2022-01-05 71.92 242.85 6848310
2022-01-06 71.81 320.10 9026856
2022-01-07 71.70 237.30 6691932
2022-01-08 71.86 243.46 7011726
2022-01-09 71.73 122.61 3531042
2022-01-10 71.59 124.38 3582162
2022-01-11 71.73 321.01 9437730
2022-01-12 71.58 325.92 9582168
2022-01-13 71.43 316.45 9303696
2022-01-14 71.27 320.54 9423810
2022-01-15 71.11 328.67 9662802
2022-01-16 71.22 323.25 9697632
2022-01-17 71.04 313.80 9414102
2022-01-18 70.86 324.90 9746904
2022-01-19 70.67 327.50 9825048
2022-01-20 70.48 348.10 10442982
2022-01-21 70.28 339.16 10174782
2022-01-22 70.08 339.91 10197438
2022-01-23 69.87 346.81 10404360
2022-01-24 69.82 349.98 10289490
2022-01-25 69.73 351.98 10770534
2022-01-26 69.83 343.68 10516734
2022-01-27 69.57 356.64 11127060
2022-01-28 69.34 360.75 11255322
2022-01-29 69.10 329.82 10290258
2022-01-30 68.85 361.16 11268048
2022-01-31 68.91 277.68 8830380
2022-02-01 68.66 273.86 8708736
2022-02-02 68.40 376.83 11983056
2022-02-03 68.14 317.68 10102098
2022-02-04 68.19 261.90 8485458
2022-02-05 67.93 379.32 12289812
2022-02-06 67.65 355.65 11522970
2022-02-07 67.70 384.91 12702114
2022-02-08 67.42 401.00 13233030
2022-02-09 67.14 405.80 13391412
2022-02-10 66.85 401.96 13264572
2022-02-11 66.89 237.67 7985802
2022-02-12 66.60 310.75 10441254
2022-02-13 66.31 98.40 3306090
2022-02-14 66.34 203.19 6949206
2022-02-15 66.04 395.98 13542534
2022-02-16 65.74 322.62 11033508
2022-02-17 65.44 378.32 12938448
2022-02-18 65.47 424.25 14763768
2022-02-19 65.16 113.99 3966805
2022-02-20 64.85 434.69 15127236
2022-02-21 64.88 451.51 15983454
2022-02-22 64.57 400.00 14160138
2022-02-23 64.25 457.21 16185402
2022-02-24 64.29 395.54 14239482
2022-02-25 63.97 313.01 11268276
2022-02-26 63.65 470.66 16943610
2022-02-27 63.32 452.89 16304220
2022-02-28 63.00 494.69 17808750
2022-03-01 63.04 473.97 17347482
2022-03-02 62.71 243.28 8903916
2022-03-03 62.75 517.19 19239312
2022-03-04 62.42 296.57 11032284
2022-03-05 62.09 233.21 8675262
2022-03-06 61.77 130.87 4868526
2022-03-07 61.44 251.93 9371748
2022-03-08 61.48 182.91 6914136
2022-03-09 61.52 291.61 11197692
2022-03-10 61.20 172.66 6630264
2022-03-11 60.87 181.61 6973686
2022-03-12 60.54 282.55 10850016
2022-03-13 60.21 266.54 10235262
2022-03-14 60.26 145.92 5690712
2022-03-15 59.93 435.14 16970430
2022-03-16 59.60 174.69 6812754
2022-03-17 59.66 172.93 6847848
2022-03-18 59.33 265.25 10503918
2022-03-19 59.01 276.70 10957428
2022-03-20 59.07 208.19 8369280
2022-03-21 58.75 207.73 8350662
2022-03-22 58.42 334.52 13447758
2022-03-23 58.10 569.14 22879272
2022-03-24 57.77 367.30 14765334
2022-03-25 57.45 326.23 13114524
2022-03-26 57.93 358.36 14836290
2022-03-27 57.61 330.52 13683696
2022-03-28 57.30 432.34 17898882
2022-03-29 56.98 287.72 11911496
2022-03-30 56.66 322.98 13371504
2022-03-31 56.76 504.99 21209538
2022-04-01 56.45 549.43 23075868
2022-04-02 56.14 533.91 22424178
2022-04-03 55.83 594.55 24971004
2022-04-04 55.94 602.61 25671066
2022-04-05 55.63 589.09 25095144
2022-04-06 55.74 409.18 17676750
2022-04-07 55.44 571.89 24705852
2022-04-08 55.15 549.19 23724828
2022-04-09 54.85 592.28 25586346
2022-04-10 54.56 592.71 25604922
2022-04-11 54.27 526.71 22753704
2022-04-12 54.40 139.10 6092751
2022-04-13 54.53 135.62 6021524
2022-04-14 54.25 524.02 23266500
2022-04-15 53.97 362.03 16074252
2022-04-16 53.69 612.90 27212814
2022-04-17 53.42 640.80 28451508
2022-04-18 53.15 551.38 24481404
2022-04-19 53.30 170.16 7657062
2022-04-20 53.04 226.66 10199544
2022-04-21 52.78 319.68 14385444
2022-04-22 52.94 489.01 22298844
2022-04-23 52.69 255.59 11654838
2022-04-24 52.43 474.88 21654372
2022-04-25 52.18 536.78 24477300
2022-04-26 52.36 504.32 23299362
2022-04-27 52.12 402.71 18605136
2022-04-28 51.88 186.03 8594586
2022-04-29 51.65 605.23 27961788
2022-04-30 51.41 453.70 20961096
2022-05-01 51.18 497.24 22972398
2022-05-02 51.39 181.12 8476417
2022-05-03 51.60 193.26 9160344
2022-05-04 51.38 219.55 10406484
2022-05-05 51.17 320.49 15191346
2022-05-06 50.96 464.22 22004052
2022-05-07 50.75 315.22 14941440
2022-05-08 50.55 432.00 20476696
2022-05-09 50.35 298.90 14167818
2022-05-10 50.16 516.13 24464556
2022-05-11 50.41 632.07 30339294
2022-05-12 50.65 583.90 28377762
2022-05-13 50.47 608.95 29594862
2022-05-14 50.29 400.00 19440162
2022-05-15 50.12 485.78 23608686
2022-05-16 49.95 623.54 30303936
2022-05-17 49.78 637.07 30961746
2022-05-18 49.62 478.03 23232342
2022-05-19 49.46 558.26 27131436
2022-05-20 49.31 580.54 28214316
2022-05-21 49.16 588.58 28604976
2022-05-22 49.46 533.24 26235600
2022-05-23 49.32 488.35 24026742
2022-05-24 49.62 98.22 4891470
2022-05-25 49.49 388.84 19364148
2022-05-26 49.21 658.17 32381970
2022-05-27 49.24 601.77 29968050
2022-05-28 49.13 644.39 32090784
2022-05-29 49.02 501.07 24953186
2022-05-30 48.57 271.80 13698607
2022-05-31 48.81 437.26 21775704
2022-06-01 48.71 623.20 31035558
2022-06-02 48.62 566.54 28213932
2022-06-03 48.53 588.00 29282280
2022-06-04 48.88 530.91 26757985
2022-06-05 48.80 649.61 32740308
2022-06-06 48.73 530.36 26730222
2022-06-07 48.66 369.23 18609348
2022-06-08 48.59 308.08 15527031
2022-06-09 48.53 658.31 33178596
2022-06-10 48.48 652.84 32903058
2022-06-11 48.09 470.25 23982780
2022-06-12 48.38 434.55 21901089
2022-06-13 48.34 551.48 27794448
2022-06-14 47.97 381.15 19438560
2022-06-15 48.28 472.51 23814720
2022-06-16 47.91 342.35 17460024
2022-06-17 48.23 443.22 22338336
2022-06-18 48.21 557.31 28088274
2022-06-19 47.86 617.88 31512042
2022-06-20 48.20 518.80 26147586
2022-06-21 47.85 370.85 18913551
2022-06-22 48.20 561.19 28284211
2022-06-23 47.86 356.93 18203370
2022-06-24 48.22 414.55 20893356
2022-06-25 48.24 312.69 15759391
2022-06-26 48.26 437.92 22071312
2022-06-27 48.28 211.93 10681224
2022-06-28 48.32 603.70 30426318
2022-06-29 48.35 536.44 27036516
2022-06-30 48.39 444.28 22391472
2022-07-01 48.44 653.23 32922630
2022-07-02 48.15 613.47 31287162
2022-07-03 48.55 481.06 24245556
2022-07-04 48.61 527.60 26590890
2022-07-05 48.67 557.45 28095414
2022-07-06 48.74 283.98 14312385
2022-07-07 48.38 658.14 32775546
2022-07-08 48.46 665.15 33124422
2022-07-09 48.55 664.01 33067554
2022-07-10 48.63 555.09 27643722
2022-07-11 48.73 353.40 17599548
2022-07-12 48.82 441.53 21988374
2022-07-13 48.93 612.68 30511404
2022-07-14 49.03 646.78 32209728
2022-07-15 48.81 618.10 31152270
2022-07-16 49.26 619.64 30858276
2022-07-17 49.38 607.45 30250968
2022-07-18 49.51 586.03 29184066
2022-07-19 49.63 602.12 29985540
2022-07-20 49.77 545.19 27150462
2022-07-21 49.04 548.23 26643756
2022-07-22 49.18 387.18 18816936
2022-07-23 49.33 601.33 29224518
2022-07-24 49.48 629.14 30576162
2022-07-25 49.63 456.17 22170036
2022-07-26 49.79 602.19 29266302
2022-07-27 49.96 635.24 30872646
2022-07-28 50.13 323.03 15699294
2022-07-29 50.30 212.86 10345140
2022-07-30 50.47 441.27 21445806
2022-07-31 50.65 474.98 23084028
2022-08-01 49.97 442.36 20968068
2022-08-02 50.16 465.58 22068420
2022-08-03 50.35 455.24 21578246
2022-08-04 50.55 510.44 24194947
2022-08-05 50.75 357.32 16936998
2022-08-06 50.95 400.45 18981184
2022-08-07 51.16 405.72 19231140
2022-08-08 51.37 419.46 19882266
2022-08-09 51.59 338.55 16047035
2022-08-10 51.38 472.30 22103598
2022-08-11 51.60 461.41 21593964
2022-08-12 51.39 381.76 17637108
2022-08-13 51.62 401.92 18568708
2022-08-14 51.85 586.03 27074808
2022-08-15 52.09 342.94 15843864
2022-08-16 52.33 383.90 17736300
2022-08-17 52.14 382.12 17424750
2022-08-18 52.39 417.08 19018710
2022-08-19 52.64 582.57 26564988
2022-08-20 52.89 516.08 23533254
2022-08-21 53.15 397.77 18138246
2022-08-22 52.98 591.67 26625234
2022-08-23 53.24 438.32 19724478
